gameDuration,victory,FirstBlood,Dragon,Baron,Tower,Inhibitor
2132,1,1,3,1,11,4
1749,0,0,2,0,1,0
1997,0,1,2,0,1,0
2454,1,1,3,2,9,1
1983,0,0,0,0,1,0
1781,0,0,0,0,2,0
1762,1,1,2,0,8,1
1210,0,0,0,0,1,0
1838,0,1,0,0,2,0
2639,1,0,4,1,7,1
919,1,1,1,0,10,2
2022,1,1,3,0,10,3
1752,1,1,2,0,9,3
1657,0,1,0,0,3,0
2132,1,1,4,1,11,3
1824,0,0,0,0,1,0
1312,0,0,0,0,1,0
1433,0,0,0,0,2,0
1983,1,1,2,0,10,2
1650,1,0,1,0,11,3
1700,1,1,0,1,9,1
1639,1,0,2,0,8,2
2020,1,0,1,0,7,1
2115,1,1,1,1,10,3
1985,1,1,2,1,9,2
1860,0,1,2,0,3,0
1791,1,0,4,1,10,2
1326,0,0,1,0,1,0
2180,0,0,1,0,2,0
1628,1,1,2,1,8,1
1583,1,0,3,0,7,1
1749,0,1,0,0,0,0
1512,1,1,3,0,10,2
1298,0,0,0,0,0,0
1660,1,0,3,0,9,2
1943,0,1,2,0,3,0
1423,1,1,3,0,11,3
1650,0,0,0,0,1,0
1181,1,0,1,0,10,2
1834,0,1,0,0,2,0
1211,0,0,0,0,0,0
2694,1,0,3,1,11,1
1623,1,0,2,1,11,2
1440,1,1,3,1,8,2
2356,0,1,1,0,6,0
2154,1,1,1,0,10,2
2379,0,1,2,0,6,0
1287,0,0,0,0,1,0
2550,1,0,1,2,10,2
1564,0,1,0,0,0,0
1893,1,1,2,2,11,4
2753,0,0,1,1,8,2
2415,1,0,2,2,8,2
1347,1,1,2,0,10,2
2191,1,1,3,1,8,2
2330,0,1,2,0,4,0
1672,1,1,2,1,10,2
1304,1,1,1,0,11,2
2449,1,0,3,0,11,3
3156,0,1,5,3,11,8
2121,1,0,1,1,7,1
1554,1,1,0,1,10,2
1738,0,0,3,0,2,0
1530,1,1,4,0,6,1
2171,0,1,0,0,3,0
1616,0,0,0,0,0,0
1852,1,1,0,0,11,3
1564,0,0,2,0,2,0
1218,0,1,0,0,1,0
1630,0,1,0,0,3,0
1354,0,1,0,0,1,0
2270,1,0,4,2,7,1
2000,0,1,1,0,1,0
1670,0,1,0,0,2,0
1537,1,1,2,0,9,1
2404,1,0,4,2,10,2
2240,1,1,2,1,8,1
1706,0,1,2,0,4,0
1858,1,1,2,0,10,2
2116,0,1,2,0,4,0
1454,1,1,2,1,8,1
2075,0,1,1,0,3,0
1563,1,1,3,0,11,2
2206,1,1,3,3,11,4
2433,0,1,1,1,3,0
2016,1,1,3,1,11,3
1155,0,0,0,0,0,0
1810,0,0,0,0,3,0
1572,0,0,0,0,3,0
2480,1,1,3,2,10,3
2169,1,1,5,2,8,1
2307,1,0,1,0,10,2
1218,1,1,2,0,11,3
2509,1,1,2,1,8,3
2364,1,0,2,0,8,2
2247,1,1,3,1,8,1
1423,0,0,0,0,1,0
2045,1,0,2,0,8,1
1817,0,0,1,0,1,0
1366,1,1,2,0,9,2
1872,0,0,1,0,2,0
1432,1,1,1,0,9,1
1159,0,1,0,0,0,0
1233,0,0,1,0,1,0
1293,1,1,1,0,10,1
2514,0,1,4,1,6,0
3722,1,0,2,3,10,8
2532,1,1,4,2,9,1
1594,1,1,2,0,11,4
1770,0,1,0,0,2,0
2091,0,0,0,0,3,0
1490,0,0,1,0,0,0
1453,1,0,1,1,9,1
2264,1,1,0,1,6,1
1150,1,1,1,0,11,3
1741,0,0,1,0,1,0
1516,0,1,0,0,0,0
1339,0,1,0,0,0,0
2121,0,0,4,1,9,1
3015,0,1,1,0,5,0
2145,0,1,2,0,6,0
1973,0,0,1,0,1,0
1160,1,1,1,0,10,2
2364,0,0,0,0,3,0
1585,0,0,0,0,1,0
1881,0,0,0,0,3,0
1628,0,1,1,0,1,0
964,0,0,0,0,0,0
1938,1,1,1,0,10,1
2378,1,0,2,0,8,2
1941,0,0,0,0,3,0
1303,0,0,0,0,0,0
1740,0,0,0,0,2,0
2537,0,0,1,0,3,0
2202,1,1,3,1,8,1
2122,0,1,0,0,3,0
3606,0,1,2,3,8,2
2384,0,0,0,1,5,0
1336,0,0,1,0,1,0
2164,1,1,1,0,11,4
1680,1,0,1,1,9,2
2163,0,1,0,0,4,0
1405,0,0,0,0,0,0
1802,1,0,2,0,11,3
1245,0,0,0,0,0,0
2072,0,0,0,0,3,0
2933,0,0,0,1,3,0
2089,0,0,0,2,2,0
1847,1,0,2,1,6,1
1616,0,1,0,0,0,0
2043,1,1,3,1,11,3
1401,0,1,0,0,0,0
1354,0,0,0,0,0,0
1879,0,1,1,0,3,0
1998,0,1,0,0,8,1
2185,0,1,3,1,4,0
1712,1,0,2,1,11,3
1311,0,0,0,0,0,0
1583,1,0,1,0,8,1
1983,0,1,0,0,3,0
1435,0,0,0,0,1,0
2025,1,1,2,0,7,1
2090,1,0,3,1,8,1
1882,1,1,1,1,7,1
2002,1,0,2,1,7,1
2208,0,1,1,0,4,0
2506,0,0,0,1,6,0
1428,0,0,0,0,0,0
821,1,1,0,0,8,1
2318,0,1,0,1,6,1
942,0,0,0,0,0,0
2026,0,0,1,0,0,0
1599,1,1,2,0,11,3
2962,0,1,1,1,4,0
2384,0,0,1,0,2,0
1250,1,0,1,0,10,2
1408,1,1,3,0,8,1
2407,0,1,0,0,5,0
2638,0,1,4,1,10,2
1966,0,0,0,0,4,0
2180,1,0,1,1,10,2
2150,0,1,0,0,6,1
1565,1,0,2,0,11,3
1775,1,0,2,1,7,1
1922,1,1,3,1,10,3
2743,1,0,1,1,10,4
1982,1,1,2,1,11,4
1701,0,0,0,0,1,0
1454,0,0,1,0,0,0
1803,0,1,1,0,0,0
1400,1,0,2,0,11,3
1503,1,1,2,1,7,2
1850,1,0,3,0,8,1
1536,1,0,3,0,10,2
2397,1,0,2,1,11,3
2416,0,0,0,0,3,0
1695,1,1,3,1,8,1
2387,1,1,3,2,8,2
1329,0,0,0,0,0,0
2092,1,1,4,1,9,2
2032,0,0,3,0,8,1
2109,1,1,1,0,8,1
1859,1,0,3,1,11,2
2447,1,0,0,0,9,3
2911,1,0,4,3,9,2
1398,0,0,1,0,2,0
2835,1,1,4,2,11,2
2347,1,1,3,1,11,3
3322,0,0,0,1,5,0
2239,0,1,4,1,6,1
1822,0,0,2,0,5,0
1694,1,1,2,1,9,1
2453,0,1,0,1,4,0
1893,1,0,2,2,11,5
2390,1,1,3,1,11,3
1700,0,0,0,0,2,0
1984,1,1,4,0,9,1
2139,0,0,1,0,1,0
1488,0,0,1,0,0,0
2035,0,1,2,2,5,1
2763,0,0,0,1,4,0
2321,0,1,1,0,4,0
1316,0,0,0,0,0,0
1409,0,0,0,0,2,0
2347,0,1,1,0,4,0
1975,1,0,1,0,7,1
2955,0,0,5,0,5,0
2086,1,1,2,1,10,2
2372,1,0,4,1,11,3
2303,0,1,2,0,7,0
2010,0,0,0,0,2,0
2677,0,1,3,0,6,1
3078,0,1,0,0,5,0
2433,1,0,4,2,9,1
1543,0,0,0,0,0,0
2214,0,0,1,0,4,0
1493,1,1,1,0,8,1
2240,0,0,1,1,5,0
2268,1,0,5,1,11,4
2006,1,0,2,1,11,3
1415,0,0,0,0,1,0
1540,1,1,2,0,11,3
1502,0,0,0,0,4,0
2356,0,0,1,0,4,0
2380,0,1,1,0,3,0
1902,0,1,1,0,1,0
2255,0,1,0,1,5,1
2027,1,1,4,1,11,4
2515,1,1,0,1,11,4
2332,0,0,1,1,5,0
1575,0,1,0,0,2,0
2196,0,0,0,1,5,0
1720,1,1,3,1,11,3
2252,0,0,1,0,3,0
1323,1,1,2,0,6,1
1573,1,1,2,0,9,2
1418,1,1,2,1,10,2
2641,0,0,0,0,4,0
2428,0,1,2,0,6,2
1811,0,1,0,0,2,0
1781,1,0,2,0,9,1
1731,1,1,1,0,8,1
1923,0,0,2,0,5,0
1961,1,0,3,1,7,1
1597,0,0,0,0,0,0
1470,0,1,0,0,0,0
3840,1,1,4,0,11,8
2042,0,1,2,2,7,1
2299,0,1,2,0,4,0
1636,1,1,3,1,11,4
2170,1,1,3,2,10,2
2592,0,0,3,1,7,1
2206,0,1,1,0,5,0
1836,0,0,0,0,4,0
2318,1,0,4,1,10,4
2693,1,0,4,2,9,1
2131,0,0,0,0,2,0
1630,1,1,2,0,11,3
2208,1,0,0,1,8,1
1346,0,0,1,0,2,0
1122,0,0,0,0,0,0
2829,0,1,1,0,3,0
2135,0,1,1,1,9,2
1987,1,0,2,1,7,1
2160,1,1,2,1,9,2
1419,0,0,0,0,0,0
1525,1,1,3,0,7,1
1589,1,1,1,0,5,1
2124,1,1,3,0,10,2
1903,0,0,1,0,2,0
1896,0,0,1,0,4,0
1098,1,0,1,0,8,1
2476,0,1,1,1,4,0
1957,1,0,1,1,8,1
1953,0,0,2,0,4,0
2262,0,0,1,0,3,0
1901,0,0,1,0,3,0
1428,1,1,2,0,9,2
2234,1,1,1,2,6,1
1724,0,1,2,0,3,0
2053,1,1,3,1,9,2
1879,1,0,1,1,9,2
1142,0,0,1,0,3,0
2442,1,0,3,1,9,1
1703,1,1,2,0,9,2
2108,1,0,1,2,11,2
2304,1,0,1,0,3,0
1601,0,0,0,0,1,0
1671,0,1,0,0,0,0
2424,1,0,3,0,8,1
2036,0,0,1,0,4,0
2193,1,1,3,0,10,2
2511,1,0,3,0,7,2
2275,0,1,0,0,3,0
2912,1,0,2,0,10,3
1605,1,0,2,0,11,4
2200,0,1,2,2,7,0
1368,1,1,1,1,11,2
1537,1,1,3,0,7,1
2271,1,1,4,2,8,4
1969,1,0,1,1,7,1
2397,1,0,3,1,10,4
1778,1,0,0,0,6,1
2107,0,0,1,0,3,0
2347,0,1,0,0,3,0
1330,1,0,2,0,10,2
2196,1,1,3,2,11,3
2258,0,0,3,0,7,1
2991,0,0,2,2,5,0
1397,1,0,1,1,11,3
1824,1,1,3,1,9,1
1569,1,1,2,0,10,2
1622,1,0,3,1,10,4
2521,0,0,2,2,6,0
1585,1,0,0,1,9,2
1395,0,0,0,0,0,0
1911,0,0,0,0,2,0
2212,0,0,0,0,3,0
2421,0,0,2,0,6,0
1481,0,1,0,0,1,0
1663,0,0,0,0,2,0
1374,1,1,1,0,9,1
2323,0,1,0,0,3,0
1780,0,0,1,0,1,0
2183,1,0,2,0,8,2
2424,0,0,2,0,6,1
2368,0,1,2,0,5,0
1578,1,0,3,1,10,1
2102,1,0,2,2,11,2
1568,1,0,1,0,9,1
1849,0,0,1,0,3,0
1722,1,1,3,1,11,3
1820,0,0,1,0,2,0
1634,0,0,0,0,0,0
2020,1,1,0,0,8,2
2112,0,1,0,0,2,0
2125,0,1,0,0,4,0
1790,0,1,0,0,1,0
2169,0,0,1,1,2,0
2211,1,0,1,2,10,3
1896,0,1,1,0,2,0
2185,1,1,3,1,11,3
2204,1,0,1,1,10,2
2470,0,1,3,1,3,0
1983,1,1,3,1,9,3
1938,0,0,0,0,2,0
2153,0,0,1,0,5,1
1910,0,0,1,0,2,0
1773,1,0,2,0,11,3
1868,1,1,2,1,11,4
1995,1,0,3,0,8,1
1743,0,0,2,0,4,0
1510,0,0,1,0,1,0
2236,1,0,0,1,9,2
1927,1,1,4,1,9,3
2583,1,1,1,0,9,2
1753,1,0,3,1,7,1
1773,1,1,1,0,9,2
2224,1,1,3,2,9,2
2075,1,0,2,1,10,1
2218,0,1,1,0,2,0
2256,0,1,1,1,8,2
1979,1,1,1,0,8,2
3226,0,0,0,1,4,0
1145,1,1,1,0,11,3
2180,0,1,1,0,4,1
2319,0,1,1,1,3,0
1965,1,0,4,2,11,5
2596,0,1,0,0,5,0
1822,1,1,4,1,10,3
1940,0,0,0,0,0,0
2411,0,0,2,0,4,0
1535,0,0,1,0,0,0
1809,1,1,3,1,10,2
1634,0,1,0,0,2,0
2280,1,1,2,2,11,3
2104,0,0,2,0,6,1
2400,1,0,1,2,7,1
2122,1,1,1,1,9,2
2259,1,1,1,1,8,3
2472,1,0,2,1,10,1
3356,1,1,4,3,10,8
1628,0,0,0,0,0,0
1367,0,1,0,0,1,0
1644,0,0,0,0,0,0
2235,0,1,2,0,6,2
1607,1,0,1,1,7,1
2242,0,0,2,0,4,0
2071,0,0,0,0,3,0
1654,0,0,1,0,1,0
2143,0,0,1,0,3,0
1686,1,0,1,1,9,1
2602,0,1,2,1,5,1
2227,1,0,3,1,9,2
1603,1,1,3,0,10,3
2894,0,1,2,2,6,3
1355,1,0,2,0,9,2
2162,1,1,1,0,11,5
2357,1,1,1,1,6,0
1699,1,1,0,1,7,1
2209,0,1,1,0,3,0
2312,0,1,0,0,6,0
1960,1,0,2,1,11,3
2230,1,1,3,1,11,3
1818,0,1,1,0,0,0
1601,0,0,0,0,3,0
1958,0,1,1,0,1,0
1333,1,1,1,1,9,1
2502,0,1,0,1,4,0
2119,0,1,1,0,2,0
2004,1,0,1,1,11,3
2560,1,1,3,2,9,1
1435,1,1,2,0,6,1
1644,0,1,0,0,2,0
2629,1,0,3,2,11,3
1492,0,0,0,0,0,0
2328,0,1,2,0,1,0
1662,1,1,3,0,9,3
2324,0,0,2,1,8,2
2531,1,1,3,1,10,5
2168,0,0,2,1,6,1
1555,0,0,0,0,0,0
1283,0,1,0,0,0,0
1825,0,0,0,0,3,0
1535,0,0,1,0,1,0
2031,1,1,2,0,11,2
2690,1,0,1,2,8,1
1262,0,1,0,0,0,0
1429,0,0,0,0,1,0
1953,0,0,2,1,4,0
1909,0,0,1,0,3,0
2828,1,0,3,1,10,2
2100,1,0,2,2,10,2
1872,1,1,3,1,10,2
1816,0,1,2,0,2,0
2181,1,0,2,1,11,4
2167,1,0,2,1,9,2
2752,0,0,2,1,6,1
1667,0,1,2,0,2,0
2973,0,1,3,0,7,1
1423,0,0,1,0,1,0
1981,0,0,1,0,5,0
2238,1,0,0,0,9,1
2432,0,0,1,0,5,1
1833,0,0,2,0,3,0
2524,1,0,4,0,11,3
1324,1,0,3,0,10,2
2115,0,0,1,0,3,0
2073,1,1,2,0,8,1
1727,0,0,0,0,1,0
2253,0,0,1,1,2,0
1737,0,0,1,0,1,0
2303,0,0,3,0,2,0
2193,0,0,0,0,1,0
1848,0,1,0,1,1,0
2159,1,1,2,1,9,2
2346,0,1,1,0,4,0
2104,1,1,4,1,11,4
1447,1,0,2,1,9,2
1324,0,0,0,0,1,0
1605,0,1,1,0,4,0
2438,1,0,5,2,10,5
2185,0,1,1,1,4,0
1553,1,0,3,1,9,2
1811,1,1,2,1,11,3
1784,0,1,2,0,5,1
1446,1,1,2,1,9,2
1444,0,0,0,0,0,0
2064,0,1,2,0,0,0
1882,0,0,0,0,2,0
2257,1,1,2,0,9,1
2005,0,1,0,1,4,0
2499,0,0,4,0,5,0
1478,1,0,1,1,10,2
1777,0,0,1,0,0,0
1510,1,1,0,1,7,1
1778,1,1,2,0,9,1
1739,1,0,1,1,8,1
2621,0,0,0,0,1,0
1466,0,1,1,0,1,0
1866,1,0,2,0,10,4
1556,1,1,3,0,9,2
1638,1,0,2,1,11,3
1241,1,1,2,0,8,2
1372,1,1,2,1,9,2
2571,1,1,2,0,10,2
1361,0,0,0,0,0,0
1795,1,0,1,1,8,1
1664,0,0,1,0,1,0
1228,1,1,1,0,7,2
1448,1,1,2,1,10,2
1809,0,0,0,0,5,0
2678,1,0,4,0,8,1
2043,1,1,2,1,10,3
2070,1,1,3,1,10,2
2260,1,1,4,0,8,1
2449,1,0,1,1,10,3
1739,0,1,0,0,7,1
1658,1,0,1,1,9,1
2366,0,1,1,0,4,0
1404,1,0,1,0,5,1
1749,0,0,0,0,0,0
1172,1,1,1,0,7,1
1274,1,1,2,0,8,1
1933,0,1,0,0,5,0
1801,0,1,2,1,6,1
1722,0,1,0,0,0,0
1365,0,1,0,0,0,0
2374,1,1,3,0,7,1
1321,0,1,0,0,2,0
1849,0,0,1,0,3,0
2456,0,1,2,0,10,2
2150,0,0,1,0,3,0
1802,1,1,3,1,10,2
1337,1,1,2,0,11,4
1370,0,1,0,0,0,0
3328,0,0,5,4,10,8
1137,0,0,0,0,1,0
2540,0,1,0,0,3,0
1220,1,1,2,0,9,2
1650,0,0,0,0,2,0
2304,0,0,1,0,1,0
2165,1,0,2,1,9,2
1418,0,0,0,0,1,0
2312,1,1,4,1,10,2
1161,1,1,1,0,10,1
1902,0,0,3,0,2,0
3397,0,0,3,1,6,1
2593,0,0,3,1,6,1
1612,0,1,1,0,1,0
1278,1,1,2,0,9,2
2167,0,0,1,0,3,0
2060,1,0,1,0,8,2
2113,1,1,0,0,7,1
1555,0,1,0,0,2,0
2331,0,0,1,1,2,0
2285,1,1,3,1,10,2
1899,1,1,2,0,10,2
1658,1,1,1,0,11,3
2234,1,0,2,1,7,1
2014,0,0,0,0,1,0
1065,0,1,0,0,0,0
2410,0,1,1,1,7,1
1599,0,1,0,0,2,0
1727,0,0,0,0,1,0
1735,0,0,0,0,2,0
2102,1,0,4,1,11,3
951,1,1,1,0,5,1
1657,1,1,2,1,9,2
2184,1,0,2,1,9,3
1688,1,1,2,1,8,1
2734,0,0,1,2,6,0
2080,0,1,0,0,3,0
2028,0,0,2,0,5,1
1511,1,0,2,0,11,3
1607,0,1,0,0,2,0
1481,1,0,0,0,8,1
1502,1,0,2,0,9,2
1571,1,1,2,0,11,3
2196,1,0,1,0,9,2
1740,0,0,0,0,3,0
2388,1,1,5,0,10,2
1969,0,0,2,0,6,0
1465,1,1,1,1,7,1
1463,0,1,0,0,2,0
1991,0,0,1,0,4,0
1981,1,1,3,2,8,1
1902,0,1,1,1,4,0
1115,1,1,0,0,7,1
2101,0,0,1,0,2,0
2440,0,0,1,0,3,0
2043,1,0,3,0,11,1
1794,1,1,1,1,8,1
1633,0,0,0,0,4,0
1920,0,1,1,0,1,0
1605,1,1,0,0,7,1
1927,0,0,2,0,0,0
1858,1,0,2,1,11,3
1552,1,1,1,0,11,2
2036,0,1,3,0,4,0
1495,0,0,1,0,0,0
1524,1,0,3,0,8,1
3419,0,1,1,1,7,1
1605,1,0,3,0,11,3
2094,1,0,3,1,10,2
1916,0,1,0,0,4,0
2727,1,1,3,0,10,2
1749,0,0,1,0,1,0
2428,1,1,3,1,8,1
1364,1,1,1,0,9,3
1524,1,0,2,1,9,1
1785,1,0,2,0,10,2
2005,1,0,1,1,9,3
1690,0,0,0,0,0,0
2972,0,0,2,0,6,0
2499,1,1,2,1,8,2
2451,0,0,1,0,7,1
1687,0,1,0,0,4,0
2004,0,0,1,0,3,0
2133,1,1,3,1,9,2
1581,0,1,0,0,3,0
1357,0,0,0,0,1,0
2090,1,1,2,1,10,2
2222,1,0,4,0,11,3
1406,1,1,2,0,8,1
2178,0,0,1,0,5,1
2545,1,1,2,1,7,2
1673,0,0,0,0,1,0
1546,1,1,2,0,7,1
958,0,0,0,0,0,0
1462,0,0,0,0,1,0
1420,0,1,0,0,0,0
2381,1,1,1,0,10,4
2676,1,0,2,0,11,4
1655,1,1,3,0,8,2
2869,0,0,4,0,10,3
2006,1,0,1,1,8,2
1485,1,0,1,0,10,2
2263,0,0,0,0,6,0
3133,0,1,2,2,4,0
2627,0,0,0,1,7,2
1601,0,0,0,0,0,0
2451,1,1,1,1,8,1
1538,0,1,0,0,0,0
1400,0,1,0,0,1,0
1670,0,0,1,0,1,0
2702,0,1,2,1,4,0
2231,0,0,2,0,4,0
2081,0,0,2,0,5,0
1961,0,0,2,1,7,1
2005,1,1,3,1,6,1
1864,1,1,1,1,11,3
1333,0,1,0,0,0,0
2116,1,0,1,1,8,1
1971,1,0,1,1,11,4
1184,0,0,0,0,0,0
1979,0,0,1,0,4,0
2451,1,0,4,1,8,1
2123,0,0,1,0,4,0
1605,0,0,1,0,0,0
1463,0,0,0,0,0,0
2374,1,1,1,1,9,2
1101,1,0,1,0,9,1
1661,0,0,0,0,4,0
1499,0,1,1,0,3,0
1772,0,1,0,0,3,0
1836,0,0,1,0,0,0
2238,1,0,0,1,9,3
1923,1,0,2,1,10,2
2149,1,0,3,0,11,2
1640,1,1,2,1,8,1
1795,0,0,0,0,1,0
2693,1,1,3,1,11,4
2215,1,1,3,1,10,2
1375,0,0,0,0,0,0
2031,1,1,1,1,6,1
2337,0,0,4,0,5,0
1722,1,1,0,0,7,1
1604,0,0,0,0,0,0
1786,1,1,1,1,10,1
2326,0,1,3,1,3,0
2236,0,0,2,1,6,0
1692,0,1,0,0,2,0
1573,1,0,2,0,9,2
1543,1,1,3,1,8,1
1626,1,1,1,1,9,1
1569,0,1,2,0,4,0
1753,0,1,0,1,2,0
1813,1,1,3,1,11,3
2113,0,0,2,0,3,0
2782,0,0,4,0,8,2
1669,1,0,2,0,10,3
2428,0,1,1,0,2,0
1776,1,0,0,0,7,1
2486,1,0,2,0,10,3
2507,1,1,5,2,11,4
2063,1,1,1,0,7,1
1444,0,0,0,0,1,0
3290,1,0,3,3,9,3
1506,0,0,0,0,0,0
1387,0,0,0,0,0,0
1317,0,0,0,0,0,0
1975,0,1,0,0,7,1
1504,1,0,0,0,6,1
1664,0,1,0,0,0,0
1943,1,1,3,1,10,3
1212,0,0,0,0,0,0
1421,1,1,2,1,6,1
2010,1,1,4,1,8,3
1725,1,0,3,1,10,1
1420,1,1,2,0,11,3
1879,1,1,2,0,8,2
2778,1,0,4,1,11,2
1318,1,0,1,0,9,1
2112,0,0,0,0,2,0
1591,0,0,0,0,0,0
1418,1,0,3,1,7,1
1736,0,1,0,0,2,0
1608,1,1,3,1,11,3
1873,0,0,0,0,1,0
1724,0,0,0,0,3,0
1918,1,1,2,0,8,1
2468,1,0,4,2,10,2
1791,1,1,2,1,10,1
1328,0,0,0,0,0,0
1412,0,1,0,0,1,0
2370,1,0,1,1,11,2
2441,1,0,3,1,8,1
1992,0,1,1,0,2,0
2143,1,0,3,1,10,2
1873,1,1,2,0,10,3
1754,1,1,1,1,10,2
1779,0,0,2,0,4,0
1250,0,1,0,0,0,0
1923,1,0,1,1,6,1
1536,1,0,1,0,7,2
2359,0,0,4,0,4,0
2066,0,0,1,1,3,0
1850,0,1,2,0,5,0
2348,1,0,2,0,10,3
1708,1,0,1,1,8,1
1851,0,0,0,0,3,1
1882,0,0,1,0,3,0
2441,1,0,2,1,9,2
1688,1,0,0,1,9,2
2326,0,0,3,0,4,0
1741,1,0,2,1,6,1
2078,0,1,2,0,3,0
1932,0,0,1,0,4,0
1918,0,0,0,0,2,0
2112,1,0,3,1,11,3
2417,1,1,5,1,11,3
1998,0,0,0,0,2,0
2037,1,0,2,1,9,1
1990,1,1,3,1,11,2
2279,0,1,2,1,5,0
2035,0,0,3,1,6,1
1665,1,0,2,0,11,2
1795,0,1,2,0,1,0
1915,1,0,1,1,8,1
1603,1,1,1,0,7,1
1481,0,0,0,0,2,0
1976,0,1,1,0,5,0
2141,0,1,2,0,6,1
1390,1,1,2,0,8,1
1805,0,0,0,0,2,0
1703,1,1,2,1,10,2
1672,1,1,1,0,10,2
1914,0,1,1,0,2,0
2465,0,1,3,0,6,0
1173,0,0,0,0,0,0
2109,0,1,1,0,3,0
1819,0,0,2,0,3,0
1801,1,1,3,1,8,1
1962,1,1,3,1,11,3
2654,1,0,3,2,9,2
1791,1,1,2,0,10,2
1525,1,0,2,0,10,2
2301,1,1,3,0,9,1
2626,0,0,1,0,5,0
1608,0,0,0,0,0,0
1810,1,0,3,0,10,2
1711,1,0,2,1,7,1
1621,1,0,1,1,9,2
1865,0,0,1,0,6,1
1471,0,1,1,0,1,0
1970,0,0,2,1,6,1
1905,0,0,2,0,3,0
1426,1,1,1,0,11,3
1576,1,0,1,1,7,1
2256,0,1,0,0,3,0
2500,1,1,4,1,9,2
1157,0,0,0,0,0,0
2342,1,1,3,1,11,2
1425,1,0,0,0,8,1
861,1,1,0,0,11,3
2484,1,1,4,1,8,2
1788,1,1,2,0,9,2
1494,0,1,1,0,3,0
2187,0,0,1,1,8,1
1944,1,0,3,1,10,2
2356,0,1,1,1,8,3
2140,0,0,0,0,2,0
1889,0,1,2,0,5,0
1678,1,0,2,1,10,2
1928,0,0,2,0,6,1
2089,1,0,2,1,10,2
1383,0,1,0,0,0,0
2373,1,1,3,2,11,5
1337,0,0,0,0,0,0
1659,1,1,2,0,10,2
1681,0,0,1,0,2,0
1356,0,0,0,0,0,0
2216,1,1,4,2,10,5
2262,0,0,1,0,1,0
2237,1,1,0,1,9,2
2678,1,1,3,0,11,2
1772,1,0,1,1,11,3
1991,1,0,1,0,8,1
1809,0,1,0,0,2,0
2000,1,1,1,1,8,1
2452,0,1,0,0,2,0
2519,1,1,3,1,9,3
1843,1,1,1,0,8,2
1689,0,0,1,0,2,0
2199,0,1,0,1,1,0
1667,0,0,0,0,0,0
2158,1,0,3,1,10,2
1971,0,1,0,0,3,0
1931,0,0,1,0,3,0
2373,1,1,2,1,7,1
2718,0,1,1,0,3,0
1757,1,1,3,2,8,2
2501,0,1,3,0,4,0
2198,0,0,1,1,2,0
2275,0,1,1,0,4,0
1879,0,0,0,0,1,0
1945,0,1,3,0,3,0
2424,0,1,0,1,5,0
3372,1,1,6,2,9,3
1521,0,1,0,0,2,0
2084,0,0,2,0,4,0
2906,1,1,4,2,6,1
2221,1,0,4,2,9,2
1583,0,1,1,0,3,0
1489,1,0,1,1,8,1
1400,0,0,0,0,0,0
1393,0,1,0,0,0,0
1339,0,0,0,0,0,0
1512,0,1,0,0,0,0
1458,1,1,2,1,11,2
1401,0,1,1,0,0,0
2238,0,1,0,0,5,0
2171,1,1,3,1,9,1
2228,0,1,4,1,7,1
2466,0,0,0,0,3,0
1507,0,0,0,0,0,0
1322,0,0,0,0,0,0
2372,0,0,0,1,5,0
2811,0,0,4,1,8,2
1870,1,0,2,0,11,3
2208,1,1,1,0,9,1
2425,0,1,1,0,9,1
2046,1,1,2,1,11,4
2267,0,0,0,1,4,0
1638,0,0,1,0,0,0
2001,1,0,3,2,9,1
4065,1,0,6,3,11,9
2057,0,0,2,0,4,0
2232,1,0,4,0,11,2
2295,0,1,1,0,2,0
1375,1,1,2,0,9,3
1759,1,1,3,1,11,4
1831,0,0,2,0,4,0
2033,1,0,1,0,10,2
2631,0,1,0,0,4,0
1717,0,0,1,0,4,0
2236,0,0,2,0,4,0
1389,0,0,1,0,0,0
2424,1,0,3,1,11,3
1359,0,0,1,0,0,0
1698,1,0,2,1,7,1
1590,1,1,2,1,10,1
2243,0,1,1,0,5,0
2775,0,0,0,0,4,0
1700,1,0,1,0,9,2
2094,1,0,2,1,11,4
1865,0,1,3,0,4,0
1912,0,0,0,0,0,0
2027,1,1,3,1,11,4
2142,0,1,3,1,7,2
1490,1,1,3,1,11,2
1754,0,1,1,0,3,0
1652,0,0,1,0,2,0
1607,1,0,2,1,9,1
1507,1,0,2,1,9,2
1972,0,0,1,0,6,1
1933,1,1,2,1,8,1
1831,1,1,2,1,11,3
1508,0,1,1,0,0,0
2398,0,1,2,0,4,0
1696,0,0,1,0,1,0
1586,1,1,0,0,11,3
2236,1,1,3,2,11,4
1973,1,1,3,1,7,1
1623,0,0,1,0,1,0
2379,0,1,1,0,5,0
1770,1,1,3,1,11,3
1305,0,1,0,0,0,0
1526,1,1,0,1,9,2
2062,1,0,2,1,10,2
2346,1,1,3,2,9,2
1409,0,0,0,0,0,0
1897,0,0,0,0,1,0
2960,1,0,1,2,10,2
1713,0,0,0,0,0,0
2211,1,0,2,0,7,1
2079,0,1,0,1,3,0
1852,0,0,2,0,4,0
1878,1,1,2,1,8,1
1625,1,0,2,1,9,2
1445,1,0,0,0,10,2
2591,0,0,2,1,8,0
1406,0,0,0,0,2,0
1835,1,0,1,0,11,4
2238,1,0,2,2,10,4
2052,0,0,0,0,4,0
1611,0,0,1,0,1,0
1814,0,0,2,0,3,0
1474,1,1,2,0,5,1
1728,1,1,1,0,8,1
